timestamp;tsa;tsf;tss;ens;dvt;plu;vvt;hra
15/10/2020-00:00:00;8;-9999;11,1;0;-9999;0;3,2;82,8
15/10/2020-01:00:00;7,9;-9999;11,1;0;-9999;0;3,1;84
15/10/2020-02:00:00;7,7;-9999;11;0;-9999;0;2,9;86
15/10/2020-03:00:00;7,6;-9999;10,9;0;-9999;0;2,8;87,4
15/10/2020-04:00:00;7,3;-9999;10,9;0;-9999;0;2,7;89,2
15/10/2020-05:00:00;7,2;-9999;10,9;0;-9999;0;2,7;90,2
15/10/2020-06:00:00;7,1;-9999;10,8;0;-9999;0;3;89,6
15/10/2020-07:00:00;6,7;-9999;10,8;0;-9999;0;2,6;90,7
15/10/2020-08:00:00;6,7;-9999;10,7;0;-9999;0;2,6;89,7
15/10/2020-09:00:00;6,7;-9999;10,6;15;-9999;0;2,5;89,8
15/10/2020-10:00:00;7,2;-9999;10,6;62;-9999;0;3,3;86,8
15/10/2020-11:00:00;7,9;-9999;10,5;128;-9999;0;3,9;81,6
15/10/2020-12:00:00;8,4;-9999;10,5;142;-9999;0;4;79,6
15/10/2020-13:00:00;9;-9999;10,5;192;-9999;0;4,4;78,2
15/10/2020-14:00:00;9,9;-9999;10,6;282;-9999;0;4,3;75,8
15/10/2020-15:00:00;10,3;-9999;10,6;231;-9999;0;4,8;73,2
15/10/2020-16:00:00;10,3;-9999;10,7;159;-9999;0;4,6;72
15/10/2020-17:00:00;10,3;-9999;10,8;88;-9999;0;4,1;72,1
15/10/2020-18:00:00;10;-9999;10,9;35;-9999;0;3,3;74,9
15/10/2020-19:00:00;9,6;-9999;11;0;-9999;0;3,2;78,3
15/10/2020-20:00:00;9,3;-9999;11;0;-9999;0;3,4;81
15/10/2020-21:00:00;8,9;-9999;11;0;-9999;0;3;84,6
15/10/2020-22:00:00;8,9;-9999;11;0;-9999;0;2,9;84,8
15/10/2020-23:00:00;8,8;-9999;11;0;-9999;0;2,5;84,3
16/10/2020-00:00:00;8,6;-9999;11;0;-9999;0;2,8;84,1
16/10/2020-01:00:00;8,4;-9999;11;0;-9999;0;2,7;84,9
16/10/2020-02:00:00;8,2;-9999;10,9;0;-9999;0;2,6;85,6
16/10/2020-03:00:00;7,9;-9999;10,9;0;-9999;0;2,5;87,2
16/10/2020-04:00:00;7,5;-9999;10,9;0;-9999;0;2,4;89,7
16/10/2020-05:00:00;7,3;-9999;10,8;0;-9999;0;2,2;90,7
16/10/2020-06:00:00;7,2;-9999;10,8;0;-9999;0;2;91,6
16/10/2020-07:00:00;7;-9999;10,8;0;-9999;0;2,1;92,9
16/10/2020-08:00:00;6,7;-9999;10,7;0;-9999;0;1,8;94
16/10/2020-09:00:00;6,5;-9999;10,7;22;-9999;0;1,8;94,8
16/10/2020-10:00:00;7,4;-9999;10,7;130;-9999;0;2,6;90,9
16/10/2020-11:00:00;7,7;-9999;10,6;145;-9999;0;2,6;88,7
16/10/2020-12:00:00;8,3;-9999;10,6;156;-9999;0;2,6;86,1
16/10/2020-13:00:00;8,9;-9999;10,6;216;-9999;0;3,1;84,2
16/10/2020-14:00:00;9,4;-9999;10,7;211;-9999;0;3,5;83
16/10/2020-15:00:00;9,8;-9999;10,8;220;-9999;0;3,2;82,4
16/10/2020-16:00:00;10,1;-9999;10,9;180;-9999;0;2,9;79,5
16/10/2020-17:00:00;10,2;-9999;11;97;-9999;0;2,7;78,4
16/10/2020-18:00:00;9,9;-9999;11,1;28;-9999;0;2,5;81,5
16/10/2020-19:00:00;9,5;-9999;11,1;0;-9999;0;1,6;84
16/10/2020-20:00:00;9,2;-9999;11,2;0;-9999;0;1,3;87,2
16/10/2020-21:00:00;9,1;-9999;11,2;0;-9999;0;1,8;87,7
16/10/2020-22:00:00;9;-9999;11,2;0;-9999;0;2,1;86,4
16/10/2020-23:00:00;8,8;-9999;11,2;0;-9999;0;1,9;86,3
17/10/2020-00:00:00;8,5;-9999;11,2;0;-9999;0;1,5;84,8
17/10/2020-01:00:00;8;-9999;11,1;0;-9999;0;0,6;88
17/10/2020-02:00:00;7,2;-9999;11,1;0;-9999;0;0,3;90,7
17/10/2020-03:00:00;6,2;-9999;11,1;0;-9999;0;0;93,2
17/10/2020-04:00:00;5,9;-9999;11;0;-9999;0;0;94,5
17/10/2020-05:00:00;5,7;-9999;10,9;0;-9999;0;0,1;94,9
17/10/2020-06:00:00;5,5;-9999;10,8;0;-9999;0;0;94,8
17/10/2020-07:00:00;5,4;-9999;10,8;0;-9999;0;0;95
17/10/2020-08:00:00;5,3;-9999;10,7;0;-9999;0;0,1;94,5
17/10/2020-09:00:00;5,4;-9999;10,6;12;-9999;0;0,2;93,7
17/10/2020-10:00:00;5,9;-9999;10,6;52;-9999;0;0,1;92,8
17/10/2020-11:00:00;7;-9999;10,5;94;-9999;0;0;89
17/10/2020-12:00:00;8,2;-9999;10,5;133;-9999;0;0;83,2
17/10/2020-13:00:00;9;-9999;10,5;189;-9999;0;0,5;75
17/10/2020-14:00:00;9,4;-9999;10,6;210;-9999;0;1,1;73,2
17/10/2020-15:00:00;9,6;-9999;10,6;182;-9999;0;0,8;69,5
17/10/2020-16:00:00;10,1;-9999;10,8;223;-9999;0;0,8;69,2
17/10/2020-17:00:00;10;-9999;10,9;147;-9999;0;0,9;70
17/10/2020-18:00:00;10,2;-9999;11;102;-9999;0;0,2;68,2
17/10/2020-19:00:00;9,4;-9999;11;0;-9999;0;0,5;73,1
17/10/2020-20:00:00;9;-9999;11,1;0;-9999;0;1,1;77,4
17/10/2020-21:00:00;8,6;-9999;11,1;0;-9999;0;1,2;79,5
17/10/2020-22:00:00;8,5;-9999;11,1;0;-9999;0;1,3;80,9
17/10/2020-23:00:00;8,6;-9999;11,1;0;-9999;0;0,8;77,9
18/10/2020-00:00:00;8,5;-9999;11,1;0;-9999;0;1;78,7
18/10/2020-01:00:00;8,3;-9999;11;0;-9999;0;1;80,9
18/10/2020-02:00:00;8,1;-9999;11;0;-9999;0;1,3;82,9
18/10/2020-03:00:00;7,9;-9999;11;0;-9999;0;1;85,6
18/10/2020-04:00:00;7,5;-9999;10,9;0;-9999;0;1,5;89,7
18/10/2020-05:00:00;7,4;-9999;10,9;0;-9999;0;1,5;90,8
18/10/2020-06:00:00;7,3;-9999;10,9;0;-9999;0;1,5;91,3
18/10/2020-07:00:00;7;-9999;10,8;0;-9999;0;1,4;92,1
18/10/2020-08:00:00;7,1;-9999;10,8;0;-9999;0,1;1;92,7
18/10/2020-09:00:00;7,1;-9999;10,8;13;-9999;0,3;1,4;94,3
18/10/2020-10:00:00;7,5;-9999;10,7;72;-9999;0;2,1;94
18/10/2020-11:00:00;8,6;-9999;10,7;139;-9999;0;2,5;90,7
18/10/2020-12:00:00;9,4;-9999;10,7;168;-9999;0;2,6;90,6
18/10/2020-13:00:00;10,2;-9999;10,7;214;-9999;0;2,5;89,1
18/10/2020-14:00:00;10,7;-9999;10,8;147;-9999;0;2,4;86,2
18/10/2020-15:00:00;11,2;-9999;10,9;184;-9999;0;1,8;82,1
18/10/2020-16:00:00;11,6;-9999;11;167;-9999;0;1,6;80,3
18/10/2020-17:00:00;11,6;-9999;11,1;93;-9999;0;1,7;81,1
18/10/2020-18:00:00;11,3;-9999;11,2;34;-9999;0;1,9;83,4
18/10/2020-19:00:00;10,9;-9999;11,4;0;-9999;0;2,1;85,8
18/10/2020-20:00:00;10,4;-9999;11,4;0;-9999;0;2,3;89,3
18/10/2020-21:00:00;10;-9999;11,5;0;-9999;0;1,6;86,9
18/10/2020-22:00:00;9,8;-9999;11,5;0;-9999;0;2;84,2
18/10/2020-23:00:00;9,6;-9999;11,5;0;-9999;0;1,7;83,8
19/10/2020-00:00:00;9,3;-9999;11,4;0;-9999;0;1,8;84,2
19/10/2020-01:00:00;9,1;-9999;11,4;0;-9999;0;2;86,2
19/10/2020-02:00:00;8,8;-9999;11,4;0;-9999;0;1,7;87,3
19/10/2020-03:00:00;8,7;-9999;11,3;0;-9999;0;1,5;87,7
19/10/2020-04:00:00;8,5;-9999;11,3;0;-9999;0;1,5;87,4
19/10/2020-05:00:00;7,9;-9999;11,3;0;-9999;0;1,4;89,6
19/10/2020-06:00:00;7,7;-9999;11,2;0;-9999;0;1,5;91,5
19/10/2020-07:00:00;7,7;-9999;11,1;0;-9999;0;1,8;93
19/10/2020-08:00:00;7,8;-9999;11,1;0;-9999;0;1,7;92,2
19/10/2020-09:00:00;7,9;-9999;11;12;-9999;0;1,7;92,1
19/10/2020-10:00:00;8,3;-9999;11;49;-9999;0;2,3;90
19/10/2020-11:00:00;9;-9999;10,9;98;-9999;0;2,4;87,7
19/10/2020-12:00:00;10;-9999;10,9;199;-9999;0;2,6;85,5
19/10/2020-13:00:00;11,5;-9999;10,9;402;-9999;0;2,9;78,2
19/10/2020-14:00:00;12,8;-9999;11;452;-9999;0;3;68,7
19/10/2020-15:00:00;13,3;-9999;11,1;323;-9999;0;3,2;62,6
19/10/2020-16:00:00;13;-9999;11,2;186;-9999;0;3,4;63,8
19/10/2020-17:00:00;12,4;-9999;11,3;128;-9999;0;3,3;68,3
19/10/2020-18:00:00;11,6;-9999;11,4;84;-9999;0;3,2;72,2
19/10/2020-19:00:00;10,3;-9999;11,5;0;-9999;0;2,2;78,4
19/10/2020-20:00:00;9,4;-9999;11,5;0;-9999;0;2,4;80,3
19/10/2020-21:00:00;8,8;-9999;11,5;0;-9999;0;1,8;82,2
19/10/2020-22:00:00;8,9;-9999;11,4;0;-9999;0;2,2;80,5
19/10/2020-23:00:00;8,8;-9999;11,4;0;-9999;0;2,2;76,8
20/10/2020-00:00:00;8,2;-9999;11,3;0;-9999;0;2,1;77,9
20/10/2020-01:00:00;9;-9999;11,2;0;-9999;0;3,5;71,4
20/10/2020-02:00:00;9,2;-9999;11,1;0;-9999;0;3,1;70,2
20/10/2020-03:00:00;9,4;-9999;11,1;0;-9999;0;3,8;70,5
20/10/2020-04:00:00;9,8;-9999;11;0;-9999;0;4,3;71
20/10/2020-05:00:00;9,6;-9999;10,9;0;-9999;0;4;74
20/10/2020-06:00:00;10,2;-9999;10,8;0;-9999;0;4;74,4
20/10/2020-07:00:00;10,4;-9999;10,8;0;-9999;0;4,1;75,5
20/10/2020-08:00:00;10,8;-9999;10,8;0;-9999;0;4,4;75,4
20/10/2020-09:00:00;11,4;-9999;10,7;6;-9999;0;4,2;74,4
20/10/2020-10:00:00;12;-9999;10,7;31;-9999;0;4,5;73,9
20/10/2020-11:00:00;12,4;-9999;10,7;63;-9999;0;4,6;75,5
20/10/2020-12:00:00;12,9;-9999;10,7;89;-9999;0;4,2;77,9
20/10/2020-13:00:00;14;-9999;10,8;217;-9999;0;4,8;76,4
20/10/2020-14:00:00;14,6;-9999;10,9;159;-9999;0;4,8;74,2
20/10/2020-15:00:00;15,2;-9999;11;111;-9999;0;4,2;71,2
20/10/2020-16:00:00;15;-9999;11,1;84;-9999;0;4,4;76,7
20/10/2020-17:00:00;14,7;-9999;11,2;87;-9999;0;4,3;82,5
20/10/2020-18:00:00;14,4;-9999;11,4;25;-9999;0;3,9;87
20/10/2020-19:00:00;13,9;-9999;11,5;0;-9999;0,1;4;89,8
20/10/2020-20:00:00;13,7;-9999;11,6;0;-9999;0,1;3,8;91,6
20/10/2020-21:00:00;13,7;-9999;11,6;0;-9999;0,1;4;91
20/10/2020-22:00:00;13,5;-9999;11,7;0;-9999;0,1;3,5;91,4
20/10/2020-23:00:00;13,4;-9999;11,7;0;-9999;0;3,8;92
21/10/2020-00:00:00;13,4;-9999;11,8;0;-9999;0;4,4;91,8
21/10/2020-01:00:00;13,4;-9999;11,8;0;-9999;0;3,9;91,4
21/10/2020-02:00:00;13,4;-9999;11,8;0;-9999;0;4,6;90,5
21/10/2020-03:00:00;13,1;-9999;11,8;0;-9999;0,2;4,2;91,1
21/10/2020-04:00:00;12,8;-9999;11,9;0;-9999;0;3,8;91,5
21/10/2020-05:00:00;12,5;-9999;11,9;0;-9999;0,7;4,1;91,5
21/10/2020-06:00:00;12;-9999;11,9;0;-9999;1;3,2;92,2
21/10/2020-07:00:00;11,9;-9999;11,9;0;-9999;0,7;3;93,6
21/10/2020-08:00:00;12,3;-9999;11,9;0;-9999;0,4;3,9;91,8
21/10/2020-09:00:00;12,6;-9999;11,9;3;-9999;0,9;4,3;89
21/10/2020-10:00:00;12,7;-9999;11,9;27;-9999;0,8;4,7;88,2
21/10/2020-11:00:00;13,4;-9999;11,9;65;-9999;0;5,3;83,5
21/10/2020-12:00:00;15,6;-9999;11,9;195;-9999;0;6,8;71,6
21/10/2020-13:00:00;18;-9999;11,9;333;-9999;0;7,4;62,4
21/10/2020-14:00:00;19,4;-9999;12;458;-9999;0;8;59,9
21/10/2020-15:00:00;19,3;-9999;12,1;162;-9999;0;7,1;62,9
21/10/2020-16:00:00;19,8;-9999;12,2;250;-9999;0;7,2;62,4
21/10/2020-17:00:00;20;-9999;12,3;237;-9999;0;7,1;62
21/10/2020-18:00:00;19,5;-9999;12,5;107;-9999;0;6,5;64
21/10/2020-19:00:00;18,8;-9999;12,6;0;-9999;0;5,5;67,4
21/10/2020-20:00:00;18,2;-9999;12,7;0;-9999;0;4,3;71,1
21/10/2020-21:00:00;17,8;-9999;12,8;0;-9999;0;3,9;73,5
21/10/2020-22:00:00;17,8;-9999;12,8;0;-9999;0;4,3;69,1
21/10/2020-23:00:00;17,2;-9999;12,8;0;-9999;0;3,4;73,8
22/10/2020-00:00:00;17;-9999;12,9;0;-9999;0;3,6;74,3
22/10/2020-01:00:00;16,5;-9999;12,9;0;-9999;0;3,8;75
22/10/2020-02:00:00;15,6;-9999;12,9;0;-9999;0;3,1;78,8
22/10/2020-03:00:00;14,5;-9999;12,9;0;-9999;0;2,5;82,9
22/10/2020-04:00:00;13,8;-9999;12,8;0;-9999;0;2,8;85,9
22/10/2020-05:00:00;13,9;-9999;12,8;0;-9999;0;2,8;85,4
22/10/2020-06:00:00;13,8;-9999;12,8;0;-9999;0;3;86,4
22/10/2020-07:00:00;13,8;-9999;12,7;0;-9999;0;2,8;86,7
22/10/2020-08:00:00;14,1;-9999;12,7;0;-9999;0;2,8;86,9
22/10/2020-09:00:00;14,3;-9999;12,6;9;-9999;0;2,8;88
22/10/2020-10:00:00;14,6;-9999;12,6;54;-9999;0;2,8;87,6
22/10/2020-11:00:00;15,1;-9999;12,6;68;-9999;0;3,1;87
22/10/2020-12:00:00;15,7;-9999;12,6;105;-9999;0;3,1;84,4
22/10/2020-13:00:00;16,2;-9999;12,7;131;-9999;0;3,1;81,1
22/10/2020-14:00:00;16,5;-9999;12,7;84;-9999;0;3,2;79,7
22/10/2020-15:00:00;16,7;-9999;12,8;150;-9999;0;2,7;79,8
22/10/2020-16:00:00;17,4;-9999;12,9;222;-9999;0;4;75,3
22/10/2020-17:00:00;17,3;-9999;13;154;-9999;0;3,3;75,6
22/10/2020-18:00:00;17,1;-9999;13,1;85;-9999;0;2,6;77,6
22/10/2020-19:00:00;16,1;-9999;13,2;0;-9999;0;2,2;82,8
22/10/2020-20:00:00;15,2;-9999;13,2;0;-9999;0;1,9;87,9
22/10/2020-21:00:00;14,7;-9999;13,2;0;-9999;0;2;91,3
22/10/2020-22:00:00;14,2;-9999;13,2;0;-9999;0;1,4;92,4
22/10/2020-23:00:00;13,4;-9999;13,2;0;-9999;0;1,6;94,8
23/10/2020-00:00:00;13,1;-9999;13,2;0;-9999;0;1,3;95,8
23/10/2020-01:00:00;13,3;-9999;13,1;0;-9999;0;1;95,6
23/10/2020-02:00:00;13,4;-9999;13;0;-9999;0;1,5;95,1
23/10/2020-03:00:00;13;-9999;13;0;-9999;0;1,1;95,5
23/10/2020-04:00:00;13;-9999;13;0;-9999;0;1,1;96,8
23/10/2020-05:00:00;13,3;-9999;12,9;0;-9999;0;0,8;96,7
23/10/2020-06:00:00;13,2;-9999;12,9;0;-9999;0;0,8;96,3
23/10/2020-07:00:00;13,1;-9999;12,9;0;-9999;0;1,5;96,5
23/10/2020-08:00:00;13,4;-9999;12,9;0;-9999;0;1,3;96,4
23/10/2020-09:00:00;13,7;-9999;12,9;2;-9999;0;1,4;96,3
23/10/2020-10:00:00;13,9;-9999;12,8;20;-9999;0;1,9;96,2
23/10/2020-11:00:00;13,9;-9999;12,8;58;-9999;2;2,3;96,1
23/10/2020-12:00:00;14,1;-9999;12,9;81;-9999;0,1;2,5;96,4
23/10/2020-13:00:00;14,4;-9999;12,9;86;-9999;0,2;2,3;95,4
23/10/2020-14:00:00;14,8;-9999;12,9;97;-9999;0,1;2,4;92,9
23/10/2020-15:00:00;15,5;-9999;13;202;-9999;0;2,4;89,3
23/10/2020-16:00:00;16,7;-9999;13,1;352;-9999;0;3,2;78
23/10/2020-17:00:00;16,6;-9999;13,2;188;-9999;0;2,8;76,5
23/10/2020-18:00:00;16,4;-9999;13,2;102;-9999;0;2,4;75,4
23/10/2020-19:00:00;15;-9999;13,3;0;-9999;0;2,1;79,7
23/10/2020-20:00:00;14,2;-9999;13,4;0;-9999;0;2,2;81,9
23/10/2020-21:00:00;14,1;-9999;13,4;0;-9999;0;2,3;79,9
23/10/2020-22:00:00;13,7;-9999;13,4;0;-9999;0;2,5;81,2
23/10/2020-23:00:00;13,4;-9999;13,3;0;-9999;0;2,7;82,6
24/10/2020-00:00:00;13;-9999;13,3;0;-9999;0;2,5;84,2
24/10/2020-01:00:00;12,5;-9999;13,2;0;-9999;0;2,5;87
24/10/2020-02:00:00;12,6;-9999;13,2;0;-9999;0;2,3;87,3
24/10/2020-03:00:00;12,6;-9999;13,1;0;-9999;0;2,5;88,3
24/10/2020-04:00:00;12,6;-9999;13,1;0;-9999;0;2,8;86,4
24/10/2020-05:00:00;12,4;-9999;13;0;-9999;0;3,1;86,3
24/10/2020-06:00:00;12;-9999;13;0;-9999;0;3,1;86,9
24/10/2020-07:00:00;11,9;-9999;12,9;0;-9999;0;3,4;88,2
24/10/2020-08:00:00;11,9;-9999;12,9;0;-9999;0;3,6;87,9
24/10/2020-09:00:00;11,4;-9999;12,8;7;-9999;0,1;3,8;93
24/10/2020-10:00:00;11,9;-9999;12,8;41;-9999;0;4,4;90,5
24/10/2020-11:00:00;12;-9999;12,8;71;-9999;0;4,7;90,4
24/10/2020-12:00:00;13,2;-9999;12,8;187;-9999;0;4,9;82
24/10/2020-13:00:00;14;-9999;12,8;195;-9999;0;5,1;79,6
24/10/2020-14:00:00;13,9;-9999;12,8;114;-9999;0,1;4,9;83,8
24/10/2020-15:00:00;13,3;-9999;12,8;104;-9999;0;5;90,8
24/10/2020-16:00:00;13,9;-9999;12,9;114;-9999;0;4,8;88,5
24/10/2020-17:00:00;14,6;-9999;12,9;90;-9999;0;4,9;82,8
24/10/2020-18:00:00;14,5;-9999;13;28;-9999;0;5,3;84,2
24/10/2020-19:00:00;14,4;-9999;13;0;-9999;0;5;83,8
24/10/2020-20:00:00;14,4;-9999;13,1;0;-9999;0;5;85,7
24/10/2020-21:00:00;14,5;-9999;13,1;0;-9999;0;5,5;84,9
24/10/2020-22:00:00;14,8;-9999;13,1;0;-9999;0;5,6;81,8
24/10/2020-23:00:00;14,9;-9999;13,1;0;-9999;0;5,9;80,3
25/10/2020-00:00:00;14,9;-9999;13,1;0;-9999;0;6,1;78,4
25/10/2020-01:00:00;14,7;-9999;13,1;0;-9999;0;6,3;78,4
25/10/2020-02:00:00;14,4;-9999;13,1;0;-9999;0;5,9;78,4
25/10/2020-03:00:00;14,2;-9999;13,1;0;-9999;0;6;77,8
25/10/2020-04:00:00;14,1;-9999;13,1;0;-9999;0;6,3;77,4
25/10/2020-05:00:00;14,1;-9999;13,1;0;-9999;0;5,8;76,1
25/10/2020-06:00:00;14,3;-9999;13;0;-9999;0;5,9;74,2
25/10/2020-07:00:00;13,3;-9999;13;0;-9999;0,8;5,7;81,1
25/10/2020-08:00:00;12,2;-9999;13;0;-9999;0,9;4,3;88,5
25/10/2020-09:00:00;11,7;-9999;13;1;-9999;1,4;4;92,3
25/10/2020-10:00:00;11,6;-9999;12,9;22;-9999;0,7;4,6;92,2
25/10/2020-11:00:00;11,8;-9999;12,9;38;-9999;0,2;3,4;91,4
25/10/2020-12:00:00;11,7;-9999;12,9;32;-9999;0,6;3;93,2
25/10/2020-13:00:00;11,7;-9999;12,8;47;-9999;1;3,4;91
25/10/2020-14:00:00;11,7;-9999;12,8;88;-9999;0,2;3,6;90,2
25/10/2020-15:00:00;11,6;-9999;12,8;59;-9999;0;3,4;86,7
25/10/2020-16:00:00;11,5;-9999;12,8;52;-9999;0;3,3;85,8
25/10/2020-17:00:00;11,4;-9999;12,8;33;-9999;0;3,2;86,9
25/10/2020-18:00:00;11,2;-9999;12,8;30;-9999;0;3,6;85,3
25/10/2020-19:00:00;11;-9999;12,8;0;-9999;0;2,5;87,4
25/10/2020-20:00:00;10,7;-9999;12,8;0;-9999;0;2,9;88,2
25/10/2020-21:00:00;10,6;-9999;12,7;0;-9999;0;2,8;87,7
25/10/2020-22:00:00;10,2;-9999;12,7;0;-9999;0;2,8;89
25/10/2020-23:00:00;10,1;-9999;12,6;0;-9999;0,1;3,1;89,2
26/10/2020-00:00:00;10,1;-9999;12,6;0;-9999;1,1;2,9;92
26/10/2020-01:00:00;9,7;-9999;12,5;0;-9999;0;2,8;92,8
26/10/2020-02:00:00;9,6;-9999;12,5;0;-9999;0;2,7;92,2
26/10/2020-03:00:00;9,8;-9999;12,4;0;-9999;0;3;89,7
26/10/2020-04:00:00;9,5;-9999;12,4;0;-9999;0;2,7;89,6
26/10/2020-05:00:00;9,1;-9999;12,3;0;-9999;0;2,7;91,8
26/10/2020-06:00:00;9;-9999;12,2;0;-9999;0;3,1;89,6
26/10/2020-07:00:00;8,6;-9999;12,2;0;-9999;0;2,7;89,6
26/10/2020-08:00:00;8,6;-9999;12,1;0;-9999;0;3;87,7
26/10/2020-09:00:00;8,8;-9999;12,1;4;-9999;0;3;86,2
26/10/2020-10:00:00;8,9;-9999;12;26;-9999;0;3,7;82,8
26/10/2020-11:00:00;9;-9999;11,9;89;-9999;0;4,3;81,2
26/10/2020-12:00:00;9,8;-9999;11,9;245;-9999;0;4,4;77,7
26/10/2020-13:00:00;10,8;-9999;11,8;338;-9999;0;4,5;72,4
26/10/2020-14:00:00;11,8;-9999;11,8;384;-9999;0;4,9;67,8
26/10/2020-15:00:00;12,2;-9999;11,9;311;-9999;0;5;65,2
26/10/2020-16:00:00;12,1;-9999;11,9;161;-9999;0;4,2;66,4
26/10/2020-17:00:00;11,7;-9999;11,9;69;-9999;0;4,1;67,4
26/10/2020-18:00:00;11,2;-9999;12;23;-9999;0,1;3,3;72,2
26/10/2020-19:00:00;10,3;-9999;12;0;-9999;0,1;3;79
26/10/2020-20:00:00;9,6;-9999;12;0;-9999;0;3,2;82,9
26/10/2020-21:00:00;9,8;-9999;12;0;-9999;0;3,4;80,5
26/10/2020-22:00:00;9,4;-9999;12;0;-9999;0;3,4;83,9
26/10/2020-23:00:00;9,7;-9999;11,9;0;-9999;0;3,4;81,9
27/10/2020-00:00:00;9,8;-9999;11,9;0;-9999;0;3,8;80
27/10/2020-01:00:00;9,6;-9999;11,8;0;-9999;0;3,5;81,4
27/10/2020-02:00:00;9,3;-9999;11,8;0;-9999;0;3,7;83,6
27/10/2020-03:00:00;8,8;-9999;11,7;0;-9999;0;3,3;86,1
27/10/2020-04:00:00;8,5;-9999;11,7;0;-9999;0;3,1;87
27/10/2020-05:00:00;8,5;-9999;11,6;0;-9999;0;3,2;87,7
27/10/2020-06:00:00;7,9;-9999;11,6;0;-9999;0;3,3;89,1
27/10/2020-07:00:00;7,6;-9999;11,5;0;-9999;0;3,2;90,2
27/10/2020-08:00:00;7,9;-9999;11,5;0;-9999;0;3,4;88,8
27/10/2020-09:00:00;8,4;-9999;11,4;10;-9999;0;3,5;86,6
27/10/2020-10:00:00;8,5;-9999;11,3;41;-9999;0;3,6;86,7
27/10/2020-11:00:00;8,8;-9999;11,3;76;-9999;0;4,2;84,2
27/10/2020-12:00:00;9,3;-9999;11,3;107;-9999;0;4,3;81,9
27/10/2020-13:00:00;10;-9999;11,3;184;-9999;0;4,7;79,6
27/10/2020-14:00:00;10,4;-9999;11,3;205;-9999;0;5;78,6
27/10/2020-15:00:00;10,6;-9999;-9999;163;-9999;0;5,1;77,5
27/10/2020-16:00:00;10,7;-9999;11,4;121;-9999;0;5,2;76,4
27/10/2020-17:00:00;10,9;-9999;11,4;79;-9999;0;5,3;75,3
27/10/2020-18:00:00;10,9;-9999;11,5;37;-9999;0;5,4;76,1
27/10/2020-19:00:00;10,4;-9999;11,5;0;-9999;0;5,5;81,9
27/10/2020-20:00:00;10,8;-9999;11,5;0;-9999;0;6,4;81
27/10/2020-21:00:00;11;-9999;11,5;0;-9999;0;6,1;82,7
27/10/2020-22:00:00;10,9;-9999;11,5;0;-9999;0,2;6,1;85,4
27/10/2020-23:00:00;10,6;-9999;11,5;0;-9999;0,6;5,5;91,8
28/10/2020-00:00:00;10,7;-9999;11,5;0;-9999;0,6;4;94,5
28/10/2020-01:00:00;11,1;-9999;11,5;0;-9999;2,5;3,2;94,5
28/10/2020-02:00:00;11,5;-9999;11,5;0;-9999;0,1;2,8;93
28/10/2020-03:00:00;11,6;-9999;11,5;0;-9999;0;2,6;92,3
28/10/2020-04:00:00;11,2;-9999;11,5;0;-9999;0;2,7;91,5
28/10/2020-05:00:00;10,8;-9999;11,5;0;-9999;0;2,4;91,2
28/10/2020-06:00:00;10,8;-9999;11,5;0;-9999;0;2,8;91,7
28/10/2020-07:00:00;11;-9999;11,5;0;-9999;0,2;3;90,8
28/10/2020-08:00:00;10,9;-9999;11,5;0;-9999;0,5;2,7;90,4
28/10/2020-09:00:00;10,7;-9999;11,5;12;-9999;0;3,2;87,3
28/10/2020-10:00:00;10,7;-9999;11,5;60;-9999;0;3,4;85,2
28/10/2020-11:00:00;11;-9999;11,5;128;-9999;0;3,9;82
28/10/2020-12:00:00;11,5;-9999;11,5;212;-9999;0;4,6;77,3
28/10/2020-13:00:00;12,2;-9999;11,5;313;-9999;0;4,6;72,6
28/10/2020-14:00:00;12,4;-9999;11,5;275;-9999;0;5,1;71,9
28/10/2020-15:00:00;12,8;-9999;11,6;278;-9999;0;5,8;68,9
28/10/2020-16:00:00;13;-9999;11,6;167;-9999;0;5,7;67,2
28/10/2020-17:00:00;12,8;-9999;11,7;63;-9999;0;5,3;69,5
28/10/2020-18:00:00;12,2;-9999;11,7;28;-9999;0,3;5;75,5
28/10/2020-19:00:00;11,4;-9999;11,8;0;-9999;0;4,2;83,3
28/10/2020-20:00:00;11,8;-9999;11,8;0;-9999;0,1;4,8;81,2
28/10/2020-21:00:00;12,4;-9999;11,8;0;-9999;0;5,9;76,9
28/10/2020-22:00:00;9,5;-9999;11,8;0;-9999;3,2;4,3;87,1
28/10/2020-23:00:00;10,1;-9999;11,7;0;-9999;0,7;3,5;91,7
29/10/2020-00:00:00;9,9;-9999;11,7;0;-9999;0,9;4,2;88,7
29/10/2020-01:00:00;9,7;-9999;11,6;0;-9999;0;3,7;89,4
29/10/2020-02:00:00;9,9;-9999;11,6;0;-9999;0;3,9;88,2
29/10/2020-03:00:00;10;-9999;11,6;0;-9999;0;4;85,6
29/10/2020-04:00:00;9,9;-9999;11,5;0;-9999;0,1;4;85,3
29/10/2020-05:00:00;9,5;-9999;11,5;0;-9999;0;3;87,4
29/10/2020-06:00:00;9,3;-9999;11,5;0;-9999;0;3,3;85,5
29/10/2020-07:00:00;8,8;-9999;11,4;0;-9999;0;2,7;85,1
29/10/2020-08:00:00;8,6;-9999;11,4;0;-9999;0;2,6;86,4
29/10/2020-09:00:00;9,1;-9999;11,3;9;-9999;0,1;2,6;89,8
