timestamp;tsa;tsf;tss;ens;dvt;plu;vvt;hra
14/02/2020-15:00:00;8,6;7,9;5,7;237;-9999;0;3,6;69,4
14/02/2020-16:00:00;9;8,3;5,8;177;-9999;0;3,4;68
14/02/2020-17:00:00;9,2;8,1;5,9;128;-9999;0;3,4;67,6
14/02/2020-18:00:00;9,3;8;6;65;-9999;0;3;67,8
14/02/2020-19:00:00;9,3;7,7;6,1;21;-9999;0;2,6;69
14/02/2020-20:00:00;9,3;7,5;6,2;9;-9999;0;2,7;71,4
14/02/2020-21:00:00;8,7;7;6,2;0;-9999;0;2,6;74,5
14/02/2020-22:00:00;8,1;6,6;6,2;0;-9999;0;3;77,1
14/02/2020-23:00:00;7,8;6,3;6,3;0;-9999;0;3,6;77,3
15/02/2020-00:00:00;7,4;5,9;6,3;0;-9999;0;3,5;77,1
15/02/2020-01:00:00;7,1;5,8;6,3;0;-9999;0;3,5;80
15/02/2020-02:00:00;7;5,7;6,2;0;-9999;0;3,3;81,3
15/02/2020-03:00:00;6,9;5,5;6,2;0;-9999;0;3,6;82,5
15/02/2020-04:00:00;7,1;5,7;6,2;0;-9999;0;4;82
15/02/2020-05:00:00;7,3;5,8;6,2;0;-9999;0;4,4;81,1
15/02/2020-06:00:00;7,3;5,8;6,1;0;-9999;0;4;81
15/02/2020-07:00:00;7,3;5,9;6,1;0;-9999;0;3,8;81,7
15/02/2020-08:00:00;7,1;5,9;6,1;0;-9999;0;3,7;82,9
15/02/2020-09:00:00;7;5,8;6,1;0;-9999;0;3,9;83,3
15/02/2020-10:00:00;6,8;5,6;6,1;0;-9999;0;3,4;84,4
15/02/2020-11:00:00;7,8;6,3;6,1;190;-9999;0;4,7;81,6
15/02/2020-12:00:00;9,1;7,9;6,1;287;-9999;0;4,9;79
15/02/2020-13:00:00;10,3;9;6,1;289;-9999;0;5,8;76,8
15/02/2020-14:00:00;11,1;9,8;6,2;292;-9999;0;6,2;74,5
15/02/2020-15:00:00;12,1;10,8;6,3;427;-9999;0;6;71,1
15/02/2020-16:00:00;12,4;11,1;6,4;284;-9999;0;5,9;69,4
15/02/2020-17:00:00;11,7;10,2;6,6;121;-9999;0;5,7;71,8
15/02/2020-18:00:00;11,2;9,7;6,7;110;-9999;0;6;73,6
15/02/2020-19:00:00;10,7;9;6,8;27;-9999;0;6;74,7
15/02/2020-20:00:00;10,5;8,6;6,9;9;-9999;0;6,1;74,5
15/02/2020-21:00:00;10,7;8,7;7;0;-9999;0;6,8;71,4
15/02/2020-22:00:00;11;8,8;7;0;-9999;0;6,8;69,4
15/02/2020-23:00:00;11,2;9;7;0;-9999;0;7,3;69,2
16/02/2020-00:00:00;11,4;9,4;7;0;-9999;0;7,7;72,5
16/02/2020-01:00:00;11,6;9,6;7,1;0;-9999;0;7,4;73,8
16/02/2020-02:00:00;11,6;9,7;7,1;0;-9999;0;6,8;73,6
16/02/2020-03:00:00;11,9;9,8;7,1;0;-9999;0;6,5;71,7
16/02/2020-04:00:00;12,3;10;7,2;0;-9999;0;6,6;69,4
16/02/2020-05:00:00;12,3;10,3;7,2;0;-9999;0,1;6,8;73,8
16/02/2020-06:00:00;10,9;9,9;7,3;0;-9999;2;7,3;88,1
16/02/2020-07:00:00;11;9,8;7,3;0;-9999;1,5;7,2;88,6
16/02/2020-08:00:00;11,5;9,9;7,4;0;-9999;0,4;8;84,9
16/02/2020-09:00:00;12,2;10,1;7,4;0;-9999;0;8,5;78,7
16/02/2020-10:00:00;12,7;10,2;7,5;0;-9999;0,1;9;73
16/02/2020-11:00:00;12,9;10,5;7,6;62;-9999;0;8,7;70,5
16/02/2020-12:00:00;13,5;11;7,6;101;-9999;0;8,6;67,4
16/02/2020-13:00:00;14,2;11,9;7,7;183;-9999;0;8,2;66,4
16/02/2020-14:00:00;14,8;12,7;7,8;223;-9999;0;8,6;66,1
16/02/2020-15:00:00;14,8;12,8;7,9;109;-9999;0;9,1;68,1
16/02/2020-16:00:00;15,1;12,8;8;99;-9999;0;8,7;68,7
16/02/2020-17:00:00;16;13,4;8,1;77;-9999;0;9,5;65,8
16/02/2020-18:00:00;16,7;13,9;8,3;52;-9999;0;9,4;61,9
16/02/2020-19:00:00;16,6;14,1;8,4;17;-9999;0;10;63,2
16/02/2020-20:00:00;15,3;13,5;8,5;9;-9999;0,4;9,3;73,7
16/02/2020-21:00:00;9;10;8,6;0;-9999;6,3;7,1;94,8
16/02/2020-22:00:00;7,8;8,2;8,7;0;-9999;1,7;4,4;94,2
16/02/2020-23:00:00;7,6;7,6;8,6;0;-9999;1,1;5,1;88,8
17/02/2020-00:00:00;7,1;6,9;8,6;0;-9999;1,2;5,3;85,9
17/02/2020-01:00:00;7,2;6,8;8,4;0;-9999;0;4,7;84,8
17/02/2020-02:00:00;7,8;6,8;8,3;0;-9999;0,1;5;79,8
17/02/2020-03:00:00;7,9;6,8;8,2;0;-9999;0;4,8;78,9
17/02/2020-04:00:00;7,8;6,8;8,1;0;-9999;0;5,2;77,2
17/02/2020-05:00:00;7,7;6,7;8;0;-9999;0;4,2;75,9
17/02/2020-06:00:00;7,4;6,3;7,9;0;-9999;0;3,5;73,2
17/02/2020-07:00:00;7,2;6,2;7,8;0;-9999;0;3,6;75,9
17/02/2020-08:00:00;7,1;6,2;7,8;0;-9999;0;3,8;77,9
17/02/2020-09:00:00;6,8;6;7,7;0;-9999;0;3,6;81,6
17/02/2020-10:00:00;7;6;7,6;0;-9999;0;4,1;81
17/02/2020-11:00:00;7,8;6,4;7,6;156;-9999;0;5,1;77,3
17/02/2020-12:00:00;8,9;7,8;7,5;281;-9999;0;5,4;72,6
17/02/2020-13:00:00;9,9;8,9;7,4;410;-9999;0;5,7;65,9
17/02/2020-14:00:00;10,1;9,2;7,5;270;-9999;0;5,8;65,1
17/02/2020-15:00:00;10,2;9,1;7,5;254;-9999;0;5,2;64
17/02/2020-16:00:00;8,6;8,2;7,5;229;-9999;0,8;6,1;69,5
17/02/2020-17:00:00;9,4;8,1;7,6;264;-9999;0;5,3;61,8
17/02/2020-18:00:00;9,8;8,3;7,6;151;-9999;0;5,2;57,1
17/02/2020-19:00:00;9,3;7,8;7,6;24;-9999;0;4,3;61,3
17/02/2020-20:00:00;8,8;7,4;7,6;9;-9999;0;5;63,6
17/02/2020-21:00:00;7,7;6,9;7,5;0;-9999;0,1;5;74,9
17/02/2020-22:00:00;6,8;6,4;7,5;0;-9999;0,6;5;84,5
17/02/2020-23:00:00;6,3;6;7,5;0;-9999;0;4,2;86
18/02/2020-00:00:00;6,6;6;7,4;0;-9999;0;4,4;84,6
18/02/2020-01:00:00;6,6;5,8;7,4;0;-9999;0;5,3;80
18/02/2020-02:00:00;6,3;5,6;7,3;0;-9999;0;4,4;81,1
18/02/2020-03:00:00;6,1;5,5;7,2;0;-9999;0,1;4,4;81,6
18/02/2020-04:00:00;6;5,3;7,2;0;-9999;0;4,3;81,4
18/02/2020-05:00:00;5,4;4,8;7,1;0;-9999;0;4,1;82,5
18/02/2020-06:00:00;5,3;4,7;7,1;0;-9999;0;4,2;82,7
18/02/2020-07:00:00;5,2;4,6;7;0;-9999;0;4,1;83,1
18/02/2020-08:00:00;5,2;4,7;6,9;0;-9999;0;4,1;83,3
18/02/2020-09:00:00;5;4,7;6,9;0;-9999;0;4,2;83,3
18/02/2020-10:00:00;4,8;4,4;6,8;0;-9999;0;3,8;82,7
18/02/2020-11:00:00;5,3;4,8;6,8;112;-9999;0;4,4;81,4
18/02/2020-12:00:00;6,1;5,9;6,7;236;-9999;0;4,8;78,5
18/02/2020-13:00:00;6,4;6,3;6,7;171;-9999;0;4,8;77,5
18/02/2020-14:00:00;7;6,7;6,7;211;-9999;0;4,6;75,7
18/02/2020-15:00:00;7,6;7,3;6,7;245;-9999;0;5,1;71,5
18/02/2020-16:00:00;7,9;7,4;6,7;182;-9999;0;5;70,9
18/02/2020-17:00:00;8,3;7,6;6,8;177;-9999;0;4,6;69,5
18/02/2020-18:00:00;8,4;7,4;6,8;122;-9999;0;5,1;66,3
18/02/2020-19:00:00;7;6,4;6,9;47;-9999;0;4;74,1
18/02/2020-20:00:00;6,2;5,4;6,9;9;-9999;0;3,2;79,2
18/02/2020-21:00:00;6,8;5,4;6,9;0;-9999;0;3,8;74,3
18/02/2020-22:00:00;6,9;5,6;6,9;0;-9999;0;4,3;74
18/02/2020-23:00:00;7;5,8;6,8;0;-9999;0;4,3;74,2
19/02/2020-00:00:00;7;5,9;6,8;0;-9999;0;4,8;74,1
19/02/2020-01:00:00;7,1;5,9;6,8;0;-9999;0,1;5,5;76
19/02/2020-02:00:00;6,6;6;6,8;0;-9999;1,1;5,4;83,7
19/02/2020-03:00:00;6,2;5,9;6,7;0;-9999;1,2;5,2;88,2
19/02/2020-04:00:00;5,1;5,1;6,7;0;-9999;0,5;4,7;88,3
19/02/2020-05:00:00;4,8;4,7;6,7;0;-9999;0;4,2;88,3
19/02/2020-06:00:00;5,2;4,7;6,6;0;-9999;0;4,9;86
19/02/2020-07:00:00;4,8;4,5;6,6;0;-9999;0,2;4,5;86,5
19/02/2020-08:00:00;4,4;3,8;6,5;0;-9999;0;4,6;83
19/02/2020-09:00:00;4;3,4;6,5;0;-9999;0;4;84,5
19/02/2020-10:00:00;3,9;3,3;6,4;0;-9999;0;3,6;83,6
19/02/2020-11:00:00;4,6;3,9;6,3;218;-9999;0;4,3;78,7
19/02/2020-12:00:00;5,4;4,9;6,3;338;-9999;0;4,9;74
19/02/2020-13:00:00;6,2;5,9;6,2;400;-9999;0;5;68,7
19/02/2020-14:00:00;7;6,8;6,2;473;-9999;0;5;62,2
19/02/2020-15:00:00;7;6,8;6,2;381;-9999;0;5,2;59,3
19/02/2020-16:00:00;7,2;6,8;6,3;274;-9999;0;4,6;57,7
19/02/2020-17:00:00;7,4;6,7;6,3;222;-9999;0;4,4;56,1
19/02/2020-18:00:00;7,2;6,1;6,4;91;-9999;0;3,4;55,9
19/02/2020-19:00:00;6,8;5,6;6,4;26;-9999;0;2,9;61
19/02/2020-20:00:00;6;5,5;6,4;9;-9999;0,1;2,8;77,9
19/02/2020-21:00:00;5,4;5,3;6,4;9;-9999;0,1;3,1;87,2
19/02/2020-22:00:00;5,2;5,1;6,4;0;-9999;0;3;89,7
19/02/2020-23:00:00;5,6;5,2;6,4;0;-9999;0;3,9;87,9
20/02/2020-00:00:00;5,7;5,3;6,4;0;-9999;0,1;3,6;89,3
20/02/2020-01:00:00;6;5,6;6,4;0;-9999;0,1;3,7;91,4
20/02/2020-02:00:00;6,4;5,9;6,4;0;-9999;0;3,7;91,4
20/02/2020-03:00:00;7;6,2;6,4;0;-9999;0;3,5;89,5
20/02/2020-04:00:00;7,3;6,5;6,5;0;-9999;0;3,6;89,6
20/02/2020-05:00:00;7,6;6,5;6,5;0;-9999;0;3,7;87,5
20/02/2020-06:00:00;7,5;6,4;6,5;0;-9999;0;3,8;86,5
20/02/2020-07:00:00;7,5;6,5;6,5;0;-9999;0;3,6;86,2
20/02/2020-08:00:00;7,5;6,5;6,5;0;-9999;0;3,4;85,2
20/02/2020-09:00:00;7,6;6,4;6,6;0;-9999;0;4;82,3
20/02/2020-10:00:00;7,7;6,5;6,6;0;-9999;0;4;80,5
20/02/2020-11:00:00;7,8;6,8;6,6;78;-9999;0;4,7;81,7
20/02/2020-12:00:00;8,2;7,1;6,6;87;-9999;0;4,6;78,3
20/02/2020-13:00:00;8,6;7,5;6,6;144;-9999;0;5,4;75,2
20/02/2020-14:00:00;9;8,2;6,7;223;-9999;0;5,9;74,5
20/02/2020-15:00:00;9;8,3;6,7;164;-9999;0;5,8;74,5
20/02/2020-16:00:00;9,3;8,3;6,8;137;-9999;0;6;73
20/02/2020-17:00:00;9,8;8,6;6,8;145;-9999;0;5,9;69,9
20/02/2020-18:00:00;9,9;8,7;6,9;77;-9999;0;6;70,8
20/02/2020-19:00:00;9,5;8,3;7;18;-9999;0;7;75,2
20/02/2020-20:00:00;8,3;7,9;7;9;-9999;0,3;5,9;88,8
20/02/2020-21:00:00;7;7,1;7,1;9;-9999;4,1;6,4;92,6
20/02/2020-22:00:00;5,8;5,7;7,1;0;-9999;0,5;5,1;89,5
20/02/2020-23:00:00;5,4;5,2;7;0;-9999;2,3;5,4;86,2
21/02/2020-00:00:00;3,9;4,1;7;0;-9999;0,1;3,9;89,8
21/02/2020-01:00:00;4,1;3,5;6,9;0;-9999;0,1;4,1;83,7
21/02/2020-02:00:00;4;3,2;6,8;0;-9999;0;3,9;81,9
21/02/2020-03:00:00;3,6;2,9;6,7;0;-9999;0;3,7;80,3
21/02/2020-04:00:00;3,4;2,6;6,6;0;-9999;0;3,5;79,9
21/02/2020-05:00:00;3,1;2,4;6,4;0;-9999;0;3,3;79,5
21/02/2020-06:00:00;3;2,3;6,3;0;-9999;0;3,1;79,9
21/02/2020-07:00:00;2,8;2,2;6,2;0;-9999;0;2,7;81,5
21/02/2020-08:00:00;2,8;2,2;6,2;0;-9999;0;2,8;81,7
21/02/2020-09:00:00;2,8;2,2;6,1;0;-9999;0;2,8;82,7
21/02/2020-10:00:00;3,1;2,4;6;0;-9999;0;3,2;81,8
21/02/2020-11:00:00;4,4;3,6;5,9;212;-9999;0;3,6;77,5
21/02/2020-12:00:00;5,8;5;5,8;262;-9999;0;3,7;75
21/02/2020-13:00:00;7,3;6,5;5,8;400;-9999;0;4,3;71,3
21/02/2020-14:00:00;7,7;7,3;5,8;334;-9999;0;4,4;72,7
21/02/2020-15:00:00;8,4;7,8;5,9;292;-9999;0;4,7;70,2
21/02/2020-16:00:00;8,8;8,1;6;269;-9999;0;5,3;65,1
21/02/2020-17:00:00;8,7;7,7;6,1;181;-9999;0;4,6;64
21/02/2020-18:00:00;8,3;7,2;6,2;93;-9999;0;4,7;66,4
21/02/2020-19:00:00;8;6,8;6,3;40;-9999;0;4,5;67,3
21/02/2020-20:00:00;7,4;6,2;6,3;10;-9999;0;4,1;69,9
21/02/2020-21:00:00;6,9;5,8;6,4;9;-9999;0;4,2;70,7
21/02/2020-22:00:00;6,8;5,5;6,4;0;-9999;0;4,1;70,8
21/02/2020-23:00:00;6,9;5,6;6,4;0;-9999;0;4,5;70,8
22/02/2020-00:00:00;6,7;5,5;6,3;0;-9999;0;4,6;71,3
22/02/2020-01:00:00;6,4;5,2;6,3;0;-9999;0;4,7;72,3
22/02/2020-02:00:00;6,3;5,2;6,3;0;-9999;0;4,8;73,6
22/02/2020-03:00:00;6,1;4,9;6,3;0;-9999;0;5;75,7
22/02/2020-04:00:00;6,2;4,9;6,2;0;-9999;0;5;76,6
22/02/2020-05:00:00;5,6;4,5;6,2;0;-9999;0;5,4;77,5
22/02/2020-06:00:00;5;4;6,1;0;-9999;0;5,3;77,5
22/02/2020-07:00:00;4,8;3,6;6,1;0;-9999;0;5,1;74,7
22/02/2020-08:00:00;4,6;3,6;6;0;-9999;0;5,3;76,8
22/02/2020-09:00:00;5,1;4;6;0;-9999;0;5,4;74,4
22/02/2020-10:00:00;5,6;4,5;5,9;0;-9999;0;6;72,2
22/02/2020-11:00:00;6,4;5;5,9;65;-9999;0;5,9;69
22/02/2020-12:00:00;7,2;5,8;5,9;105;-9999;0;6,1;65,9
22/02/2020-13:00:00;7,5;6,4;5,8;118;-9999;0;5,9;69,6
22/02/2020-14:00:00;7,6;6,7;5,9;91;-9999;0;5,7;74,6
22/02/2020-15:00:00;8,2;7,2;5,9;81;-9999;0;5;76,8
22/02/2020-16:00:00;8,6;7,5;6;62;-9999;0;4,8;78,6
22/02/2020-17:00:00;8,8;7,8;6;46;-9999;0;4,8;81,8
22/02/2020-18:00:00;8,6;7,9;6,1;33;-9999;0;4,5;88,4
22/02/2020-19:00:00;8,6;8;6,2;16;-9999;0;4,5;93,8
22/02/2020-20:00:00;9;8,3;6,3;9;-9999;0,1;4,5;93,7
22/02/2020-21:00:00;9,6;8,5;6,4;9;-9999;0;4,9;91,2
22/02/2020-22:00:00;9,8;8,6;6,5;0;-9999;0;5;87,4
22/02/2020-23:00:00;9,5;8,4;6,5;0;-9999;0,4;4,3;88,6
23/02/2020-00:00:00;9,2;8,3;6,6;0;-9999;0,2;4,3;89,9
23/02/2020-01:00:00;9,2;8,2;6,7;0;-9999;0;3,9;88,6
23/02/2020-02:00:00;9,3;8,2;6,7;0;-9999;0;4;87,1
23/02/2020-03:00:00;9,5;8,1;6,8;0;-9999;0;4,3;84,7
23/02/2020-04:00:00;9,6;8,1;6,8;0;-9999;0;4,2;82,9
23/02/2020-05:00:00;9,3;8,1;6,9;0;-9999;0;4,1;84,8
23/02/2020-06:00:00;9,4;8,2;6,9;0;-9999;0,1;3,8;85,8
23/02/2020-07:00:00;9,7;8,4;6,9;0;-9999;0,1;4,7;86,6
23/02/2020-08:00:00;9,8;8,7;6,9;0;-9999;0;5,6;89,5
23/02/2020-09:00:00;10,1;9;7;0;-9999;0,1;6,6;90,7
23/02/2020-10:00:00;10,8;9,5;7,1;0;-9999;0,1;7,3;88,7
23/02/2020-11:00:00;11,6;10;7,1;30;-9999;0;7,7;85,4
23/02/2020-12:00:00;11,6;10,4;7,2;42;-9999;0,1;7,8;88,1
23/02/2020-13:00:00;11,1;10,4;7,4;37;-9999;0,8;6,3;93,2
23/02/2020-14:00:00;11;10,4;7,4;46;-9999;1;6,3;95,3
23/02/2020-15:00:00;11,4;10,7;7,6;51;-9999;0,1;6,9;93,3
23/02/2020-16:00:00;11,7;11;7,7;79;-9999;0,4;7,2;92,5
23/02/2020-17:00:00;11,6;10,8;7,8;41;-9999;0,3;7,8;91,7
23/02/2020-18:00:00;11,8;10,7;7,9;29;-9999;0;7,1;88,7
23/02/2020-19:00:00;11,5;10,5;8;18;-9999;1,8;6,9;89,4
23/02/2020-20:00:00;9,6;9,2;8;9;-9999;0,3;5,9;89,2
23/02/2020-21:00:00;9,2;8,2;8,1;9;-9999;0,1;4,9;81,2
23/02/2020-22:00:00;8,6;7,2;8;0;-9999;0;4,4;71,5
23/02/2020-23:00:00;8,2;6,6;8;0;-9999;0;3,9;65,9
24/02/2020-00:00:00;7,6;6,3;7,9;0;-9999;0;3,5;66,7
24/02/2020-01:00:00;6,9;5,6;7,8;0;-9999;0;2,6;62,3
24/02/2020-02:00:00;6,4;5,1;7,7;0;-9999;0;1,3;65,2
24/02/2020-03:00:00;5,9;4,9;7,6;0;-9999;0;1,1;68,8
24/02/2020-04:00:00;5,8;5,2;7,5;0;-9999;0;1,2;74,3
24/02/2020-05:00:00;5,6;5,5;7,4;0;-9999;0;1,5;76,9
24/02/2020-06:00:00;6;5,6;7,4;0;-9999;0;1,1;74,7
24/02/2020-07:00:00;5,5;5,6;7,3;0;-9999;0;2;77,7
24/02/2020-08:00:00;5;5,4;7,3;0;-9999;0;2,8;82,3
24/02/2020-09:00:00;4,4;5,3;7,2;0;-9999;0,2;2,8;92
24/02/2020-10:00:00;4,5;5,4;7,2;0;-9999;0,3;3,9;95,4
24/02/2020-11:00:00;5,3;5,7;7,1;43;-9999;0,2;3,7;96
24/02/2020-12:00:00;7,5;7,1;7,1;69;-9999;0;3,7;96,1
24/02/2020-13:00:00;9,7;8,8;7,1;118;-9999;0;5,2;93,2
24/02/2020-14:00:00;10,7;9,6;7,1;87;-9999;0;5,2;90,8
24/02/2020-15:00:00;10,8;9,8;7,2;67;-9999;0,2;5;91,3
24/02/2020-16:00:00;10,7;10;7,2;142;-9999;0,1;5,5;91,4
24/02/2020-17:00:00;11,2;9,9;7,4;115;-9999;0;5,3;83,5
24/02/2020-18:00:00;11,6;9,8;7,5;62;-9999;0,1;5,5;79,3
24/02/2020-19:00:00;11,2;9,6;7,6;16;-9999;0;5,7;80,6
24/02/2020-20:00:00;10,1;9,4;7,6;9;-9999;0,2;5;89,8
24/02/2020-21:00:00;9,7;9,2;7,7;9;-9999;0,2;5;92,6
24/02/2020-22:00:00;9,8;9,1;7,7;0;-9999;0;5,5;91,6
24/02/2020-23:00:00;10;9,1;7,8;0;-9999;0;5,7;90
25/02/2020-00:00:00;10,3;9,2;7,8;0;-9999;0;5,4;87,9
25/02/2020-01:00:00;10,2;9,2;7,8;0;-9999;0;4,8;89,2
25/02/2020-02:00:00;10,2;9,1;7,9;0;-9999;0,1;5,1;87,2
25/02/2020-03:00:00;10,1;8,6;7,9;0;-9999;0;5,6;81,5
25/02/2020-04:00:00;9,5;8,2;7,9;0;-9999;0;5,2;79,6
25/02/2020-05:00:00;8,9;7,8;7,9;0;-9999;0;4,8;78
25/02/2020-06:00:00;8,2;7,1;7,8;0;-9999;0;5;75,8
25/02/2020-07:00:00;7,6;6,6;7,8;0;-9999;0;4,9;74,8
25/02/2020-08:00:00;7,4;6,3;7,7;0;-9999;0;4,9;65,6
25/02/2020-09:00:00;6,7;5,8;7,6;0;-9999;0;3,7;71
25/02/2020-10:00:00;6,7;5,9;7,5;0;-9999;0;3,5;75,8
25/02/2020-11:00:00;7;6,5;7,4;125;-9999;0;4,4;76,4
25/02/2020-12:00:00;7,5;7;7,4;291;-9999;0;5;72,5
25/02/2020-13:00:00;8,1;7,5;7,3;356;-9999;0;5,5;63,6
25/02/2020-14:00:00;8,9;8,3;7,3;408;-9999;0;5,3;58,5
25/02/2020-15:00:00;8,5;7,6;7,3;147;-9999;0;5;61,6
25/02/2020-16:00:00;7,2;7,5;7,3;318;-9999;0,3;4;79,4
25/02/2020-17:00:00;5,8;6,4;7,3;108;-9999;2,1;5;82
25/02/2020-18:00:00;4,9;5,3;7,3;51;-9999;0,7;4,3;86,2
25/02/2020-19:00:00;4,4;4,9;7,3;45;-9999;0,3;2,6;90,8
25/02/2020-20:00:00;5;5,1;7,3;12;-9999;0;3,2;88,4
25/02/2020-21:00:00;4,8;4,6;7,2;9;-9999;0;3,5;86
25/02/2020-22:00:00;4,8;4,5;7,2;0;-9999;0;3,2;84,7
25/02/2020-23:00:00;4,7;4,6;7,1;0;-9999;0,3;3,9;84,7
26/02/2020-00:00:00;3,9;3,9;7;0;-9999;0;4,3;85,8
26/02/2020-01:00:00;4,2;3,7;7;0;-9999;0,1;5;80,1
26/02/2020-02:00:00;3,7;3,4;6,9;0;-9999;0;4,6;80,2
26/02/2020-03:00:00;3,2;3,3;6,8;0;-9999;0,1;4,5;85,4
26/02/2020-04:00:00;3,2;3,2;6,7;0;-9999;0;4,4;82,8
26/02/2020-05:00:00;3,2;3,1;6,6;0;-9999;0;4,5;79,9
26/02/2020-06:00:00;2,7;2,9;6,5;0;-9999;0,2;5,2;83,5
26/02/2020-07:00:00;2,6;2,6;6,4;0;-9999;0;4,9;83,8
26/02/2020-08:00:00;1,5;2,1;6,3;0;-9999;0,8;4,5;90,4
26/02/2020-09:00:00;0,3;1,3;6,2;0;-9999;0;3,3;96,2
26/02/2020-10:00:00;0,5;1,2;6,1;0;-9999;0,2;2,4;97,4
26/02/2020-11:00:00;1,3;1,6;6;102;-9999;1,2;4,1;96,7
26/02/2020-12:00:00;2,2;2,3;5,9;154;-9999;1,3;4,5;92,9
26/02/2020-13:00:00;3,1;3,4;5,8;232;-9999;0,4;5,3;86,6
26/02/2020-14:00:00;2,9;3,4;5,8;130;-9999;0,6;4,6;86,7
26/02/2020-15:00:00;2,6;2,8;5,8;179;-9999;1,1;3,1;90,8
26/02/2020-16:00:00;4,7;4,2;5,8;210;-9999;0;4,5;76,7
26/02/2020-17:00:00;4,7;4,4;5,8;187;-9999;0,1;5,2;76,5
26/02/2020-18:00:00;4,3;4,1;5,8;86;-9999;0,2;3,4;81,6
26/02/2020-19:00:00;4,5;3,6;5,8;57;-9999;0;5,1;74,4
26/02/2020-20:00:00;4,2;3,4;5,9;11;-9999;0;3,8;77,5
26/02/2020-21:00:00;3,6;3;5,9;9;-9999;0;3,1;81
26/02/2020-22:00:00;3,6;3;5,9;0;-9999;0;2,4;80,4
26/02/2020-23:00:00;3,7;3,2;5,8;0;-9999;0;2,3;79,7
27/02/2020-00:00:00;3,4;3;5,8;0;-9999;0;2,8;82,2
27/02/2020-01:00:00;2,7;2,6;5,8;0;-9999;0;2,2;86,1
27/02/2020-02:00:00;2,4;2,3;5,8;0;-9999;0;2,5;87,7
27/02/2020-03:00:00;2,2;2;5,7;0;-9999;0;2,2;86,4
27/02/2020-04:00:00;2;1,8;5,7;0;-9999;0;2,3;86
27/02/2020-05:00:00;1,7;1,8;5,6;0;-9999;0;2,6;87,4
27/02/2020-06:00:00;1,9;2,3;5,6;0;-9999;0;3;89
27/02/2020-07:00:00;1,9;2,4;5,6;0;-9999;0;3,3;89,6
27/02/2020-08:00:00;2;2,5;5,5;0;-9999;0;3,5;89,7
27/02/2020-09:00:00;2,2;2,7;5,5;0;-9999;0;3,8;88,9
27/02/2020-10:00:00;2,2;2,8;5,5;0;-9999;0,4;4,1;90,2
27/02/2020-11:00:00;2;2,8;5,4;57;-9999;0,4;4,6;91,8
27/02/2020-12:00:00;1,9;2,8;5,4;61;-9999;0,7;4,7;92,3
27/02/2020-13:00:00;1,9;2,7;5,4;91;-9999;1,3;4,5;92,5
27/02/2020-14:00:00;2,2;3;5,4;103;-9999;0,4;4,2;92,9
27/02/2020-15:00:00;2,4;3,3;5,4;83;-9999;1,1;2,8;92
27/02/2020-16:00:00;1;2,8;5,4;48;-9999;1;2,7;94,5
27/02/2020-17:00:00;0,2;1,6;5,4;62;-9999;0,1;3,4;96,9
27/02/2020-18:00:00;0,3;1,2;5,4;66;-9999;0,3;4,9;97,8
27/02/2020-19:00:00;0,6;1,1;5,3;34;-9999;0,6;5,3;98,2
27/02/2020-20:00:00;1,4;1,4;5,2;12;-9999;1,5;5,3;98,3
27/02/2020-21:00:00;1,8;1,8;5,1;9;-9999;0,9;4,3;98,4
27/02/2020-22:00:00;2,3;1,9;5;0;-9999;0,1;4,1;94,6
27/02/2020-23:00:00;2,4;1,6;5;0;-9999;0,1;3,5;85,9
28/02/2020-00:00:00;2,4;1,4;4,9;0;-9999;0;3,5;82,8
28/02/2020-01:00:00;2,3;1,3;4,9;0;-9999;0;3;82,1
28/02/2020-02:00:00;1,9;1,2;4,8;0;-9999;0;2,4;83,5
28/02/2020-03:00:00;1,4;0,9;4,8;0;-9999;0;2,1;86,1
28/02/2020-04:00:00;1,3;0,8;4,7;0;-9999;0;2,7;86,9
28/02/2020-05:00:00;1,3;0,7;4,7;0;-9999;0;2,8;85,6
28/02/2020-06:00:00;1;0,6;4,6;0;-9999;0;2,5;85,6
28/02/2020-07:00:00;0,8;0,4;4,6;0;-9999;0;2,3;85,5
28/02/2020-08:00:00;0,8;0,3;4,5;0;-9999;0;2,4;83,2
28/02/2020-09:00:00;0,8;0,4;4,5;0;-9999;0;2,3;82,6
28/02/2020-10:00:00;1,2;0,9;4,4;0;-9999;0;2,7;81,9
28/02/2020-11:00:00;2,2;1,9;4,4;227;-9999;0;3,2;78,3
28/02/2020-12:00:00;3,5;3,2;4,4;298;-9999;0;4,1;73,7
28/02/2020-13:00:00;5,1;4,4;4,4;343;-9999;0;4,7;66,5
28/02/2020-14:00:00;6,2;5,4;4,4;352;-9999;0;5,1;64
28/02/2020-15:00:00;6,8;6,1;4,5;352;-9999;0;6;61,8
28/02/2020-16:00:00;6,3;5,8;4,6;172;-9999;0;5,2;65,4
28/02/2020-17:00:00;5,5;5;4,7;90;-9999;0;6,4;70,8
28/02/2020-18:00:00;5;4,5;4,8;51;-9999;0,3;6,3;76,2
28/02/2020-19:00:00;4,2;4,1;4,9;19;-9999;1,2;6,4;85,5
28/02/2020-20:00:00;4,2;4;4,9;9;-9999;1,2;6,3;86,6
28/02/2020-21:00:00;4,6;4,1;5;9;-9999;0,9;6,9;87,9
28/02/2020-22:00:00;5;4,5;5;0;-9999;0;6,3;90,8
28/02/2020-23:00:00;5,9;5;5;0;-9999;0;5,3;91,4
